seq_no,control_flag,priority_no,modal,LT,Dpt_entity,Dpt_week,Dpt_step,Arv_entity,Arv_week,Arv_step
BJS_N202301057,F,001202301057,B,1,SHA,1,24,BJS_N,2,24
BJS_N202301058,F,001202301058,B,1,SHA,1,25,BJS_N,2,25
BJS_N202301059,F,001202301059,B,1,SHA,1,26,BJS_N,2,26
BJS_N202301060,F,001202301060,B,1,SHA,1,27,BJS_N,2,27
BJS_N202301061,F,001202301061,B,1,SHA,1,28,BJS_N,2,28
BJS_N202301062,F,001202301062,B,1,SHA,1,29,BJS_N,2,29
BJS_N202301063,F,001202301063,B,1,SHA,1,30,BJS_N,2,30
BJS_N202301071,F,001202301071,B,1,SHA,1,31,BJS_N,2,31
BJS_N202301073,F,001202301073,B,1,SHA,1,32,BJS_N,2,32
BJS_N202301074,F,001202301074,B,1,SHA,1,33,BJS_N,2,33
BJS_N202301075,F,001202301075,B,1,SHA,1,34,BJS_N,2,34
BJS_N202301076,F,001202301076,B,1,SHA,1,35,BJS_N,2,35
BJS_N202301077,F,001202301077,B,1,SHA,1,36,BJS_N,2,36
BJS_N202301078,F,001202301078,B,1,SHA,1,37,BJS_N,2,37
BJS_N202301079,F,001202301079,B,1,SHA,1,38,BJS_N,2,38
BJS_N202301080,F,001202301080,B,1,SHA,1,39,BJS_N,2,39
BJS_N202301081,F,001202301081,B,1,SHA,1,40,BJS_N,2,40
BJS_N202301082,F,001202301082,B,1,SHA,1,41,BJS_N,2,41
BJS_N202301083,F,001202301083,B,1,SHA,1,42,BJS_N,2,42
BJS_N202301084,F,001202301084,B,1,SHA,1,43,BJS_N,2,43
BJS_N202301085,F,001202301085,B,1,SHA,1,44,BJS_N,2,44
BJS_N202301087,F,001202301087,B,1,SHA,1,45,BJS_N,2,45
BJS_N202301088,F,001202301088,B,1,SHA,1,46,BJS_N,2,46
BJS_N202301097,F,001202301097,B,1,SHA,1,47,BJS_N,2,47
BJS_N202301101,F,001202301101,B,1,SHA,1,48,BJS_N,2,48
BJS_N202301112,F,001202301112,B,1,SHA,1,49,BJS_N,2,49
BJS_N202301114,F,001202301114,B,1,SHA,1,50,BJS_N,2,50
BJS_N202301002,F,001202301002,B,1,SHA,2,0,BJS_N,3,0
BJS_N202301003,F,001202301003,B,1,SHA,2,1,BJS_N,3,1
BJS_N202301004,F,001202301004,B,1,SHA,2,2,BJS_N,3,2
BJS_N202301011,F,001202301011,B,1,SHA,2,3,BJS_N,3,3
BJS_N202301012,F,001202301012,B,1,SHA,2,4,BJS_N,3,4
BJS_N202301014,F,001202301014,B,1,SHA,2,5,BJS_N,3,5
BJS_N202301023,F,001202301023,B,1,SHA,2,6,BJS_N,3,6
BJS_N202301026,F,001202301026,B,1,SHA,2,7,BJS_N,3,7
BJS_N202301030,F,001202301030,B,1,SHA,2,8,BJS_N,3,8
BJS_N202301032,F,001202301032,B,1,SHA,2,9,BJS_N,3,9
BJS_N202301034,F,001202301034,B,1,SHA,2,10,BJS_N,3,10
BJS_N202301047,F,001202301047,B,1,SHA,2,11,BJS_N,3,11
BJS_N202301049,F,001202301049,B,1,SHA,2,12,BJS_N,3,12
BJS_N202301050,F,001202301050,B,1,SHA,2,13,BJS_N,3,13
BJS_N202301052,F,001202301052,B,1,SHA,2,14,BJS_N,3,14
BJS_N202301054,F,001202301054,B,1,SHA,2,15,BJS_N,3,15
BJS_N202301065,F,001202301065,B,1,SHA,2,16,BJS_N,3,16
BJS_N202301068,F,001202301068,B,1,SHA,2,17,BJS_N,3,17
BJS_N202301090,F,001202301090,B,1,SHA,2,18,BJS_N,3,18
BJS_N202301092,F,001202301092,B,1,SHA,2,19,BJS_N,3,19
BJS_N202301093,F,001202301093,B,1,SHA,2,20,BJS_N,3,20
BJS_N202301095,F,001202301095,B,1,SHA,2,21,BJS_N,3,21
BJS_N202301099,F,001202301099,B,1,SHA,2,22,BJS_N,3,22
BJS_N202301103,F,001202301103,B,1,SHA,2,23,BJS_N,3,23
BJS_N202301105,F,001202301105,B,1,SHA,2,24,BJS_N,3,24
BJS_N202301107,F,001202301107,B,1,SHA,2,25,BJS_N,3,25
BJS_N202301109,F,001202301109,B,1,SHA,2,26,BJS_N,3,26
BJS_N202301111,F,001202301111,B,1,SHA,2,27,BJS_N,3,27
BJS_N202301008,F,001202301008,B,1,SHA,3,0,BJS_N,4,0
BJS_N202301010,F,001202301010,B,1,SHA,3,1,BJS_N,4,1
BJS_N202301025,F,001202301025,B,1,SHA,3,2,BJS_N,4,2
BJS_N202301067,F,001202301067,B,1,SHA,3,3,BJS_N,4,3
BJS_N202301070,F,001202301070,B,1,SHA,3,4,BJS_N,4,4
BJS_N202301072,F,001202301072,B,1,SHA,3,5,BJS_N,4,5
BJS_N202301094,F,001202301094,B,1,SHA,3,6,BJS_N,4,6
BJS_N202302014,F,001202302014,B,1,SHA,4,0,BJS_N,5,0
BJS_N202302016,F,001202302016,B,1,SHA,4,1,BJS_N,5,1
BJS_N202302018,F,001202302018,B,1,SHA,4,2,BJS_N,5,2
BJS_N202302020,F,001202302020,B,1,SHA,4,3,BJS_N,5,3
BJS_N202302022,F,001202302022,B,1,SHA,4,4,BJS_N,5,4
BJS_N202302024,F,001202302024,B,1,SHA,4,5,BJS_N,5,5
BJS_N202302026,F,001202302026,B,1,SHA,4,6,BJS_N,5,6
BJS_N202302029,F,001202302029,B,1,SHA,4,7,BJS_N,5,7
BJS_N202302031,F,001202302031,B,1,SHA,4,8,BJS_N,5,8
BJS_N202302032,F,001202302032,B,1,SHA,4,9,BJS_N,5,9
BJS_N202302034,F,001202302034,B,1,SHA,4,10,BJS_N,5,10
BJS_N202302060,F,001202302060,B,1,SHA,4,11,BJS_N,5,11
BJS_N202302062,F,001202302062,B,1,SHA,4,12,BJS_N,5,12
BJS_N202302078,F,001202302078,B,1,SHA,4,13,BJS_N,5,13
BJS_N202302080,F,001202302080,B,1,SHA,4,14,BJS_N,5,14
BJS_N202302082,F,001202302082,B,1,SHA,4,15,BJS_N,5,15
BJS_N202302084,F,001202302084,B,1,SHA,4,16,BJS_N,5,16
BJS_N202302086,F,001202302086,B,1,SHA,4,17,BJS_N,5,17
BJS_N202302088,F,001202302088,B,1,SHA,4,18,BJS_N,5,18
BJS_N202302090,F,001202302090,B,1,SHA,4,19,BJS_N,5,19
BJS_N202302003,F,001202302003,B,1,SHA,5,0,BJS_N,6,0
BJS_N202302005,F,001202302005,B,1,SHA,5,1,BJS_N,6,1
BJS_N202302009,F,001202302009,B,1,SHA,5,2,BJS_N,6,2
BJS_N202302010,F,001202302010,B,1,SHA,5,3,BJS_N,6,3
BJS_N202302012,F,001202302012,B,1,SHA,5,4,BJS_N,6,4
BJS_N202302035,F,001202302035,B,1,SHA,5,5,BJS_N,6,5
BJS_N202302038,F,001202302038,B,1,SHA,5,6,BJS_N,6,6
BJS_N202302040,F,001202302040,B,1,SHA,5,7,BJS_N,6,7
BJS_N202302041,F,001202302041,B,1,SHA,5,8,BJS_N,6,8
BJS_N202302042,F,001202302042,B,1,SHA,5,9,BJS_N,6,9
BJS_N202302043,F,001202302043,B,1,SHA,5,10,BJS_N,6,10
BJS_N202302044,F,001202302044,B,1,SHA,5,11,BJS_N,6,11
BJS_N202302045,F,001202302045,B,1,SHA,5,12,BJS_N,6,12
BJS_N202302046,F,001202302046,B,1,SHA,5,13,BJS_N,6,13
BJS_N202302047,F,001202302047,B,1,SHA,5,14,BJS_N,6,14
BJS_N202302048,F,001202302048,B,1,SHA,5,15,BJS_N,6,15
BJS_N202302049,F,001202302049,B,1,SHA,5,16,BJS_N,6,16
BJS_N202302050,F,001202302050,B,1,SHA,5,17,BJS_N,6,17
BJS_N202302051,F,001202302051,B,1,SHA,5,18,BJS_N,6,18
BJS_N202302052,F,001202302052,B,1,SHA,5,19,BJS_N,6,19
BJS_N202302053,F,001202302053,B,1,SHA,5,20,BJS_N,6,20
BJS_N202302054,F,001202302054,B,1,SHA,5,21,BJS_N,6,21
BJS_N202302055,F,001202302055,B,1,SHA,5,22,BJS_N,6,22
BJS_N202302056,F,001202302056,B,1,SHA,5,23,BJS_N,6,23
BJS_N202302057,F,001202302057,B,1,SHA,5,24,BJS_N,6,24
BJS_N202302058,F,001202302058,B,1,SHA,5,25,BJS_N,6,25
BJS_N202302064,F,001202302064,B,1,SHA,5,26,BJS_N,6,26
BJS_N202302065,F,001202302065,B,1,SHA,5,27,BJS_N,6,27
BJS_N202302066,F,001202302066,B,1,SHA,5,28,BJS_N,6,28
BJS_N202302068,F,001202302068,B,1,SHA,5,29,BJS_N,6,29
BJS_N202302069,F,001202302069,B,1,SHA,5,30,BJS_N,6,30
BJS_N202302070,F,001202302070,B,1,SHA,5,31,BJS_N,6,31
BJS_N202302071,F,001202302071,B,1,SHA,5,32,BJS_N,6,32
BJS_N202302072,F,001202302072,B,1,SHA,5,33,BJS_N,6,33
BJS_N202302073,F,001202302073,B,1,SHA,5,34,BJS_N,6,34
BJS_N202302074,F,001202302074,B,1,SHA,5,35,BJS_N,6,35
BJS_N202302075,F,001202302075,B,1,SHA,5,36,BJS_N,6,36
BJS_N202302076,F,001202302076,B,1,SHA,5,37,BJS_N,6,37
BJS_N202302077,F,001202302077,B,1,SHA,5,38,BJS_N,6,38
BJS_N202302083,F,001202302083,B,1,SHA,5,39,BJS_N,6,39
BJS_N202302087,F,001202302087,B,1,SHA,5,40,BJS_N,6,40
BJS_N202302001,F,001202302001,B,1,SHA,6,0,BJS_N,7,0
BJS_N202302002,F,001202302002,B,1,SHA,6,1,BJS_N,7,1
BJS_N202302004,F,001202302004,B,1,SHA,6,2,BJS_N,7,2
BJS_N202302006,F,001202302006,B,1,SHA,6,3,BJS_N,7,3
BJS_N202302008,F,001202302008,B,1,SHA,6,4,BJS_N,7,4
BJS_N202302011,F,001202302011,B,1,SHA,6,5,BJS_N,7,5
BJS_N202302013,F,001202302013,B,1,SHA,6,6,BJS_N,7,6
BJS_N202302015,F,001202302015,B,1,SHA,6,7,BJS_N,7,7
BJS_N202302017,F,001202302017,B,1,SHA,6,8,BJS_N,7,8
BJS_N202302019,F,001202302019,B,1,SHA,6,9,BJS_N,7,9
BJS_N202302021,F,001202302021,B,1,SHA,6,10,BJS_N,7,10
BJS_N202302023,F,001202302023,B,1,SHA,6,11,BJS_N,7,11
BJS_N202302025,F,001202302025,B,1,SHA,6,12,BJS_N,7,12
BJS_N202302027,F,001202302027,B,1,SHA,6,13,BJS_N,7,13
BJS_N202302028,F,001202302028,B,1,SHA,6,14,BJS_N,7,14
BJS_N202302030,F,001202302030,B,1,SHA,6,15,BJS_N,7,15
BJS_N202302033,F,001202302033,B,1,SHA,6,16,BJS_N,7,16
BJS_N202302036,F,001202302036,B,1,SHA,6,17,BJS_N,7,17
BJS_N202302059,F,001202302059,B,1,SHA,6,18,BJS_N,7,18
BJS_N202302061,F,001202302061,B,1,SHA,6,19,BJS_N,7,19
BJS_N202302063,F,001202302063,B,1,SHA,6,20,BJS_N,7,20
BJS_N202302079,F,001202302079,B,1,SHA,6,21,BJS_N,7,21
BJS_N202302081,F,001202302081,B,1,SHA,6,22,BJS_N,7,22
BJS_N202302085,F,001202302085,B,1,SHA,6,23,BJS_N,7,23
BJS_N202302089,F,001202302089,B,1,SHA,6,24,BJS_N,7,24
BJS_N202302091,F,001202302091,B,1,SHA,6,25,BJS_N,7,25
BJS_N202302007,F,001202302007,B,1,SHA,7,0,BJS_N,8,0
BJS_N202302037,F,001202302037,B,1,SHA,7,1,BJS_N,8,1
BJS_N202302039,F,001202302039,B,1,SHA,7,2,BJS_N,8,2
BJS_N202302067,F,001202302067,B,1,SHA,7,3,BJS_N,8,3
BJS_N202303001,F,001202303001,B,1,SHA,8,0,BJS_N,9,0
BJS_N202303013,F,001202303013,B,1,SHA,8,1,BJS_N,9,1
BJS_N202303019,F,001202303019,B,1,SHA,8,2,BJS_N,9,2
BJS_N202303027,F,001202303027,B,1,SHA,8,3,BJS_N,9,3
BJS_N202303029,F,001202303029,B,1,SHA,8,4,BJS_N,9,4
BJS_N202303031,F,001202303031,B,1,SHA,8,5,BJS_N,9,5
BJS_N202303032,F,001202303032,B,1,SHA,8,6,BJS_N,9,6
BJS_N202303036,F,001202303036,B,1,SHA,8,7,BJS_N,9,7
BJS_N202303038,F,001202303038,B,1,SHA,8,8,BJS_N,9,8
BJS_N202303042,F,001202303042,B,1,SHA,8,9,BJS_N,9,9
BJS_N202303051,F,001202303051,B,1,SHA,8,10,BJS_N,9,10
BJS_N202303054,F,001202303054,B,1,SHA,8,11,BJS_N,9,11
BJS_N202303057,F,001202303057,B,1,SHA,8,12,BJS_N,9,12
BJS_N202303078,F,001202303078,B,1,SHA,8,13,BJS_N,9,13
BJS_N202303080,F,001202303080,B,1,SHA,8,14,BJS_N,9,14
BJS_N202303083,F,001202303083,B,1,SHA,8,15,BJS_N,9,15
BJS_N202303085,F,001202303085,B,1,SHA,8,16,BJS_N,9,16
BJS_N202303087,F,001202303087,B,1,SHA,8,17,BJS_N,9,17
BJS_N202303089,F,001202303089,B,1,SHA,8,18,BJS_N,9,18
BJS_N202303093,F,001202303093,B,1,SHA,8,19,BJS_N,9,19
BJS_N202303096,F,001202303096,B,1,SHA,8,20,BJS_N,9,20
BJS_N202303099,F,001202303099,B,1,SHA,8,21,BJS_N,9,21
BJS_N202303101,F,001202303101,B,1,SHA,8,22,BJS_N,9,22
BJS_N202303103,F,001202303103,B,1,SHA,8,23,BJS_N,9,23
BJS_N202303006,F,001202303006,B,1,SHA,9,0,BJS_N,10,0
BJS_N202303007,F,001202303007,B,1,SHA,9,1,BJS_N,10,1
BJS_N202303010,F,001202303010,B,1,SHA,9,2,BJS_N,10,2
BJS_N202303011,F,001202303011,B,1,SHA,9,3,BJS_N,10,3
BJS_N202303015,F,001202303015,B,1,SHA,9,4,BJS_N,10,4
BJS_N202303016,F,001202303016,B,1,SHA,9,5,BJS_N,10,5
BJS_N202303017,F,001202303017,B,1,SHA,9,6,BJS_N,10,6
BJS_N202303018,F,001202303018,B,1,SHA,9,7,BJS_N,10,7
BJS_N202303020,F,001202303020,B,1,SHA,9,8,BJS_N,10,8
BJS_N202303021,F,001202303021,B,1,SHA,9,9,BJS_N,10,9
BJS_N202303022,F,001202303022,B,1,SHA,9,10,BJS_N,10,10
BJS_N202303023,F,001202303023,B,1,SHA,9,11,BJS_N,10,11
BJS_N202303024,F,001202303024,B,1,SHA,9,12,BJS_N,10,12
BJS_N202303037,F,001202303037,B,1,SHA,9,13,BJS_N,10,13
BJS_N202303039,F,001202303039,B,1,SHA,9,14,BJS_N,10,14
BJS_N202303040,F,001202303040,B,1,SHA,9,15,BJS_N,10,15
BJS_N202303041,F,001202303041,B,1,SHA,9,16,BJS_N,10,16
BJS_N202303043,F,001202303043,B,1,SHA,9,17,BJS_N,10,17
BJS_N202303044,F,001202303044,B,1,SHA,9,18,BJS_N,10,18
BJS_N202303045,F,001202303045,B,1,SHA,9,19,BJS_N,10,19
BJS_N202303046,F,001202303046,B,1,SHA,9,20,BJS_N,10,20
BJS_N202303047,F,001202303047,B,1,SHA,9,21,BJS_N,10,21
BJS_N202303048,F,001202303048,B,1,SHA,9,22,BJS_N,10,22
BJS_N202303049,F,001202303049,B,1,SHA,9,23,BJS_N,10,23
BJS_N202303050,F,001202303050,B,1,SHA,9,24,BJS_N,10,24
BJS_N202303058,F,001202303058,B,1,SHA,9,25,BJS_N,10,25
BJS_N202303059,F,001202303059,B,1,SHA,9,26,BJS_N,10,26
BJS_N202303060,F,001202303060,B,1,SHA,9,27,BJS_N,10,27
BJS_N202303062,F,001202303062,B,1,SHA,9,28,BJS_N,10,28
BJS_N202303063,F,001202303063,B,1,SHA,9,29,BJS_N,10,29
BJS_N202303064,F,001202303064,B,1,SHA,9,30,BJS_N,10,30
BJS_N202303065,F,001202303065,B,1,SHA,9,31,BJS_N,10,31
BJS_N202303066,F,001202303066,B,1,SHA,9,32,BJS_N,10,32
BJS_N202303067,F,001202303067,B,1,SHA,9,33,BJS_N,10,33
BJS_N202303068,F,001202303068,B,1,SHA,9,34,BJS_N,10,34
BJS_N202303069,F,001202303069,B,1,SHA,9,35,BJS_N,10,35
BJS_N202303070,F,001202303070,B,1,SHA,9,36,BJS_N,10,36
BJS_N202303071,F,001202303071,B,1,SHA,9,37,BJS_N,10,37
BJS_N202303072,F,001202303072,B,1,SHA,9,38,BJS_N,10,38
BJS_N202303074,F,001202303074,B,1,SHA,9,39,BJS_N,10,39
BJS_N202303075,F,001202303075,B,1,SHA,9,40,BJS_N,10,40
BJS_N202303076,F,001202303076,B,1,SHA,9,41,BJS_N,10,41
BJS_N202303077,F,001202303077,B,1,SHA,9,42,BJS_N,10,42
BJS_N202303091,F,001202303091,B,1,SHA,9,43,BJS_N,10,43
BJS_N202303092,F,001202303092,B,1,SHA,9,44,BJS_N,10,44
BJS_N202303094,F,001202303094,B,1,SHA,9,45,BJS_N,10,45
BJS_N202303097,F,001202303097,B,1,SHA,9,46,BJS_N,10,46
BJS_N202303100,F,001202303100,B,1,SHA,9,47,BJS_N,10,47
BJS_N202303104,F,001202303104,B,1,SHA,9,48,BJS_N,10,48
BJS_N202303002,F,001202303002,B,1,SHA,10,0,BJS_N,11,0
BJS_N202303003,F,001202303003,B,1,SHA,10,1,BJS_N,11,1
BJS_N202303005,F,001202303005,B,1,SHA,10,2,BJS_N,11,2
BJS_N202303009,F,001202303009,B,1,SHA,10,3,BJS_N,11,3
BJS_N202303014,F,001202303014,B,1,SHA,10,4,BJS_N,11,4
BJS_N202303026,F,001202303026,B,1,SHA,10,5,BJS_N,11,5
BJS_N202303028,F,001202303028,B,1,SHA,10,6,BJS_N,11,6
BJS_N202303030,F,001202303030,B,1,SHA,10,7,BJS_N,11,7
BJS_N202303033,F,001202303033,B,1,SHA,10,8,BJS_N,11,8
BJS_N202303035,F,001202303035,B,1,SHA,10,9,BJS_N,11,9
BJS_N202303052,F,001202303052,B,1,SHA,10,10,BJS_N,11,10
BJS_N202303055,F,001202303055,B,1,SHA,10,11,BJS_N,11,11
BJS_N202303079,F,001202303079,B,1,SHA,10,12,BJS_N,11,12
BJS_N202303081,F,001202303081,B,1,SHA,10,13,BJS_N,11,13
BJS_N202303084,F,001202303084,B,1,SHA,10,14,BJS_N,11,14
BJS_N202303086,F,001202303086,B,1,SHA,10,15,BJS_N,11,15
BJS_N202303088,F,001202303088,B,1,SHA,10,16,BJS_N,11,16
BJS_N202303098,F,001202303098,B,1,SHA,10,17,BJS_N,11,17
BJS_N202303102,F,001202303102,B,1,SHA,10,18,BJS_N,11,18
BJS_N202303004,F,001202303004,B,1,SHA,11,0,BJS_N,12,0
BJS_N202303008,F,001202303008,B,1,SHA,11,1,BJS_N,12,1
BJS_N202303012,F,001202303012,B,1,SHA,11,2,BJS_N,12,2
BJS_N202303025,F,001202303025,B,1,SHA,11,3,BJS_N,12,3
BJS_N202303053,F,001202303053,B,1,SHA,11,4,BJS_N,12,4
BJS_N202303056,F,001202303056,B,1,SHA,11,5,BJS_N,12,5
BJS_N202303034,F,001202303034,B,1,SHA,12,0,BJS_N,13,0
BJS_N202303061,F,001202303061,B,1,SHA,12,1,BJS_N,13,1
BJS_N202303073,F,001202303073,B,1,SHA,12,2,BJS_N,13,2
BJS_N202303082,F,001202303082,B,1,SHA,12,3,BJS_N,13,3
BJS_N202303090,F,001202303090,B,1,SHA,12,4,BJS_N,13,4
BJS_N202303095,F,001202303095,B,1,SHA,12,5,BJS_N,13,5
BJS_N202304001,F,001202304001,B,1,SHA,13,0,BJS_N,14,0
BJS_N202304010,F,001202304010,B,1,SHA,13,1,BJS_N,14,1
BJS_N202304014,F,001202304014,B,1,SHA,13,2,BJS_N,14,2
BJS_N202304019,F,001202304019,B,1,SHA,13,3,BJS_N,14,3
BJS_N202304021,F,001202304021,B,1,SHA,13,4,BJS_N,14,4
BJS_N202304024,F,001202304024,B,1,SHA,13,5,BJS_N,14,5
BJS_N202304025,F,001202304025,B,1,SHA,13,6,BJS_N,14,6
BJS_N202304027,F,001202304027,B,1,SHA,13,7,BJS_N,14,7
BJS_N202304029,F,001202304029,B,1,SHA,13,8,BJS_N,14,8
BJS_N202304031,F,001202304031,B,1,SHA,13,9,BJS_N,14,9
BJS_N202304041,F,001202304041,B,1,SHA,13,10,BJS_N,14,10
BJS_N202304043,F,001202304043,B,1,SHA,13,11,BJS_N,14,11
BJS_N202304050,F,001202304050,B,1,SHA,13,12,BJS_N,14,12
BJS_N202304056,F,001202304056,B,1,SHA,13,13,BJS_N,14,13
BJS_N202304059,F,001202304059,B,1,SHA,13,14,BJS_N,14,14
BJS_N202304061,F,001202304061,B,1,SHA,13,15,BJS_N,14,15
BJS_N202304063,F,001202304063,B,1,SHA,13,16,BJS_N,14,16
BJS_N202304066,F,001202304066,B,1,SHA,13,17,BJS_N,14,17
BJS_N202304068,F,001202304068,B,1,SHA,13,18,BJS_N,14,18
BJS_N202304077,F,001202304077,B,1,SHA,13,19,BJS_N,14,19
BJS_N202304079,F,001202304079,B,1,SHA,13,20,BJS_N,14,20
BJS_N202304081,F,001202304081,B,1,SHA,13,21,BJS_N,14,21
BJS_N202304083,F,001202304083,B,1,SHA,13,22,BJS_N,14,22
BJS_N202304085,F,001202304085,B,1,SHA,13,23,BJS_N,14,23
BJS_N202304004,F,001202304004,B,1,SHA,14,0,BJS_N,15,0
BJS_N202304006,F,001202304006,B,1,SHA,14,1,BJS_N,15,1
BJS_N202304012,F,001202304012,B,1,SHA,14,2,BJS_N,15,2
BJS_N202304016,F,001202304016,B,1,SHA,14,3,BJS_N,15,3
BJS_N202304022,F,001202304022,B,1,SHA,14,4,BJS_N,15,4
BJS_N202304023,F,001202304023,B,1,SHA,14,5,BJS_N,15,5
BJS_N202304033,F,001202304033,B,1,SHA,14,6,BJS_N,15,6
BJS_N202304034,F,001202304034,B,1,SHA,14,7,BJS_N,15,7
BJS_N202304035,F,001202304035,B,1,SHA,14,8,BJS_N,15,8
BJS_N202304036,F,001202304036,B,1,SHA,14,9,BJS_N,15,9
BJS_N202304037,F,001202304037,B,1,SHA,14,10,BJS_N,15,10
BJS_N202304038,F,001202304038,B,1,SHA,14,11,BJS_N,15,11
BJS_N202304039,F,001202304039,B,1,SHA,14,12,BJS_N,15,12
BJS_N202304040,F,001202304040,B,1,SHA,14,13,BJS_N,15,13
BJS_N202304046,F,001202304046,B,1,SHA,14,14,BJS_N,15,14
BJS_N202304047,F,001202304047,B,1,SHA,14,15,BJS_N,15,15
BJS_N202304048,F,001202304048,B,1,SHA,14,16,BJS_N,15,16
BJS_N202304051,F,001202304051,B,1,SHA,14,17,BJS_N,15,17
BJS_N202304052,F,001202304052,B,1,SHA,14,18,BJS_N,15,18
BJS_N202304053,F,001202304053,B,1,SHA,14,19,BJS_N,15,19
BJS_N202304054,F,001202304054,B,1,SHA,14,20,BJS_N,15,20
BJS_N202304069,F,001202304069,B,1,SHA,14,21,BJS_N,15,21
BJS_N202304070,F,001202304070,B,1,SHA,14,22,BJS_N,15,22
BJS_N202304071,F,001202304071,B,1,SHA,14,23,BJS_N,15,23
BJS_N202304072,F,001202304072,B,1,SHA,14,24,BJS_N,15,24
BJS_N202304073,F,001202304073,B,1,SHA,14,25,BJS_N,15,25
BJS_N202304074,F,001202304074,B,1,SHA,14,26,BJS_N,15,26
BJS_N202304075,F,001202304075,B,1,SHA,14,27,BJS_N,15,27
BJS_N202304076,F,001202304076,B,1,SHA,14,28,BJS_N,15,28
BJS_N202304002,F,001202304002,B,1,SHA,15,0,BJS_N,16,0
BJS_N202304003,F,001202304003,B,1,SHA,15,1,BJS_N,16,1
BJS_N202304005,F,001202304005,B,1,SHA,15,2,BJS_N,16,2
BJS_N202304007,F,001202304007,B,1,SHA,15,3,BJS_N,16,3
BJS_N202304009,F,001202304009,B,1,SHA,15,4,BJS_N,16,4
BJS_N202304011,F,001202304011,B,1,SHA,15,5,BJS_N,16,5
BJS_N202304013,F,001202304013,B,1,SHA,15,6,BJS_N,16,6
BJS_N202304015,F,001202304015,B,1,SHA,15,7,BJS_N,16,7
BJS_N202304018,F,001202304018,B,1,SHA,15,8,BJS_N,16,8
BJS_N202304020,F,001202304020,B,1,SHA,15,9,BJS_N,16,9
BJS_N202304026,F,001202304026,B,1,SHA,15,10,BJS_N,16,10
BJS_N202304028,F,001202304028,B,1,SHA,15,11,BJS_N,16,11
BJS_N202304030,F,001202304030,B,1,SHA,15,12,BJS_N,16,12
BJS_N202304032,F,001202304032,B,1,SHA,15,13,BJS_N,16,13
BJS_N202304042,F,001202304042,B,1,SHA,15,14,BJS_N,16,14
BJS_N202304044,F,001202304044,B,1,SHA,15,15,BJS_N,16,15
BJS_N202304049,F,001202304049,B,1,SHA,15,16,BJS_N,16,16
BJS_N202304055,F,001202304055,B,1,SHA,15,17,BJS_N,16,17
BJS_N202304057,F,001202304057,B,1,SHA,15,18,BJS_N,16,18
BJS_N202304062,F,001202304062,B,1,SHA,15,19,BJS_N,16,19
BJS_N202304064,F,001202304064,B,1,SHA,15,20,BJS_N,16,20
BJS_N202304065,F,001202304065,B,1,SHA,15,21,BJS_N,16,21
BJS_N202304067,F,001202304067,B,1,SHA,15,22,BJS_N,16,22
BJS_N202304078,F,001202304078,B,1,SHA,15,23,BJS_N,16,23
BJS_N202304080,F,001202304080,B,1,SHA,15,24,BJS_N,16,24
BJS_N202304082,F,001202304082,B,1,SHA,15,25,BJS_N,16,25
BJS_N202304084,F,001202304084,B,1,SHA,15,26,BJS_N,16,26
BJS_N202304008,F,001202304008,B,1,SHA,16,0,BJS_N,17,0
BJS_N202304017,F,001202304017,B,1,SHA,16,1,BJS_N,17,1
BJS_N202304045,F,001202304045,B,1,SHA,16,2,BJS_N,17,2
BJS_N202304058,F,001202304058,B,1,SHA,16,3,BJS_N,17,3
BJS_N202304060,F,001202304060,B,1,SHA,16,4,BJS_N,17,4
BJS_N202305001,F,001202305001,B,1,SHA,18,0,BJS_N,19,0
BJS_N202305002,F,001202305002,B,1,SHA,18,1,BJS_N,19,1
BJS_N202305005,F,001202305005,B,1,SHA,18,2,BJS_N,19,2
BJS_N202305011,F,001202305011,B,1,SHA,18,3,BJS_N,19,3
BJS_N202305012,F,001202305012,B,1,SHA,18,4,BJS_N,19,4
BJS_N202305015,F,001202305015,B,1,SHA,18,5,BJS_N,19,5
BJS_N202305019,F,001202305019,B,1,SHA,18,6,BJS_N,19,6
BJS_N202305021,F,001202305021,B,1,SHA,18,7,BJS_N,19,7
BJS_N202305022,F,001202305022,B,1,SHA,18,8,BJS_N,19,8
BJS_N202305028,F,001202305028,B,1,SHA,18,9,BJS_N,19,9
BJS_N202305030,F,001202305030,B,1,SHA,18,10,BJS_N,19,10
BJS_N202305032,F,001202305032,B,1,SHA,18,11,BJS_N,19,11
BJS_N202305034,F,001202305034,B,1,SHA,18,12,BJS_N,19,12
BJS_N202305036,F,001202305036,B,1,SHA,18,13,BJS_N,19,13
BJS_N202305038,F,001202305038,B,1,SHA,18,14,BJS_N,19,14
BJS_N202305043,F,001202305043,B,1,SHA,18,15,BJS_N,19,15
BJS_N202305044,F,001202305044,B,1,SHA,18,16,BJS_N,19,16
BJS_N202305045,F,001202305045,B,1,SHA,18,17,BJS_N,19,17
BJS_N202305046,F,001202305046,B,1,SHA,18,18,BJS_N,19,18
BJS_N202305047,F,001202305047,B,1,SHA,18,19,BJS_N,19,19
BJS_N202305061,F,001202305061,B,1,SHA,18,20,BJS_N,19,20
BJS_N202305064,F,001202305064,B,1,SHA,18,21,BJS_N,19,21
BJS_N202305067,F,001202305067,B,1,SHA,18,22,BJS_N,19,22
BJS_N202305068,F,001202305068,B,1,SHA,18,23,BJS_N,19,23
